Service Center,County,Initial Services Sought at First Visit,Attended Group Training?,"Total Counseling Time, hrs",Business Status,Impact: Capital Investments,Impact: Created New Jobs,Impact: Revenue Increase,Impact: Started Business,Company's Total employees,"Company's Gross Revenue, $",NAICS code,Ownership Gender,Owner's Hispanic Origin,Owner's Race
Hispanic Business Center,Montgomery,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,Yes,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,4.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,16.75033328,Started with SBDC,195000,1,0,Yes,1,60000,31,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,Yes,2.75,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,61,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,8.5,Pre-venture/Nascent,0,0,0,No,0,0,31,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.083666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,3.833333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,15,300000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,17.08366662,Started with SBDC,5000,4,23000,Yes,4,23000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,12.58333322,Started with SBDC,6200,2,26000,Yes,2,26000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,100000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,5.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,44,Male/Female-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,9,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,1.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,2.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Baltimore,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,9.416666597,Started with SBDC,5000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,8.582999945,Started with SBDC,2600,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.916666627,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,2,60000,92,Male/Female-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,72,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,21.16666654,Start-up (in bus. < 1 year),44000,0,52000,Not applicable: Already in Business,1,62000,32,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,9.99999994,Started with SBDC,3000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,51,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Baltimore City,Training,Yes,4,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.583666682,Started with SBDC,3000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.666666627,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,6.333666682,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,3.333333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,6.333666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,9.666999996,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.350333314,Started with SBDC,0,0,0,Yes,1,60000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,15.08366668,Started with SBDC,55000,6,30000,Yes,6,30000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.833666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,9.666999996,Started with SBDC,500,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,3.333333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,10.74999994,Started with SBDC,16700,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,3.500333369,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,2,0,51,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.083666682,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,3,70000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,11.16733342,Started with SBDC,5000,2,15000,Yes,2,15000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,12.24966663,Started with SBDC,6000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,6.333666682,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,116000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.083666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,7.083666682,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,7,0,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,16.24999994,Started with SBDC,7000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,5.834000021,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,6.333666682,In Business (> 1 year),2000,0,0,Not applicable: Already in Business,2,80000,48,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Training,Yes,3.500333369,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,53,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.500333369,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.333666682,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,50000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,7.166666627,Start-up (in bus. < 1 year),27000,0,0,Not applicable: Already in Business,3,0,72,Male/Female-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,6.333666682,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,40000,23,Male/Female-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.333666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Training,Yes,3.500333369,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,300000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.083666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,10.417,Start-up (in bus. < 1 year),31000,0,0,Not applicable: Already in Business,12,150000,56,Male/Female-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.500333369,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Frederick,Counseling,No,9.99999994,Started with SBDC,30000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.083666682,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,4.000333369,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Baltimore,Counseling,Yes,11,Started with SBDC,0,0,0,Yes,1,60000,54,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,10.74966663,In Business (> 1 year),37600,9,450000,Not applicable: Already in Business,9,450000,54,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,72,Male/Female-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,Yes,6.999333292,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,11.24933326,Pre-venture/Nascent,350000,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,13.83333325,Start-up (in bus. < 1 year),110000,0,0,Not applicable: Already in Business,3,0,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,13.08333325,Started with SBDC,120000,6,250000,Yes,6,250000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Started with SBDC,50000,8,0,Yes,8,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,9.332999945,Started with SBDC,3600,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,8.832999945,In Business (> 1 year),30000,0,0,Not applicable: Already in Business,19,12500000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,6.416666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.416666627,In Business (> 1 year),0,0,0,Not applicable: Already in Business,7,8000000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2.333333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,8.749666601,Started with SBDC,0,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,10,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,71,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,9.49999994,Started with SBDC,20100,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,6.666666627,Started with SBDC,15000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.416666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,10.33299994,Started with SBDC,5000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,14.00033316,Pre-venture/Nascent,1500,0,0,No,0,0,Undefined,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,5.583333313,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,5.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,24.49966651,Started with SBDC,10000,3,16200,Yes,3,16200,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,18.08366656,Started with SBDC,70000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Baltimore City,Counseling,Yes,3.583333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,40,1500000,81,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,15.16666657,Started with SBDC,20000,2,0,Yes,2,60000,62,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Harford,Counseling,Yes,4.416666627,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,4,Started with SBDC,0,0,0,Yes,1,60000,48,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,Yes,14.08333325,Started with SBDC,5000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,8.832999945,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,9.99999994,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,60000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,Yes,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.166666627,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,381000,23,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,9.99999994,In Business (> 1 year),10300,2,0,Not applicable: Already in Business,3,150000,54,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.332999945,Started with SBDC,12000,3,0,Yes,3,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,11.66633326,Started with SBDC,15000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,12,90000,56,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,81,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,17.83333322,Started with SBDC,2900,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,3,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,11.91666666,Started with SBDC,20000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,6.416666627,Started with SBDC,480000,3,0,Yes,3,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Training,No,23.83366656,Started with SBDC,4000,0,0,Yes,1,60000,72,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,12.41633326,Started with SBDC,27000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,11.66633326,In Business (> 1 year),26000,0,500000,Not applicable: Already in Business,0,500000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,1,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,8700,44,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,Yes,4.999666631,Started with SBDC,25000,4,0,Yes,4,60000,33,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,50000,81,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Frederick,Counseling,No,6.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,81,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,7.166666627,Started with SBDC,5000,1,0,Yes,1,60000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,5.416666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Baltimore,Counseling,No,7.082999885,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,60000,45,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,6.416666627,Started with SBDC,7000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,17.16633332,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,81,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Started with SBDC,20150,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Started with SBDC,13000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.500333369,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,5.249666631,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,0.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,48,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.249666572,Started with SBDC,150000,3,0,Yes,3,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
